"분류","자치구","공연/행사명","날짜/시간","장소","기관명","이용대상","이용요금","출연자정보","프로그램소개","기타내용","홈페이지?주소","대표이미지","신청일","시민/기관","시작일","종료일","테마분류","위도(X좌표)","경도(Y좌표)","유무료","문화포털상세URL"
"국악","은평구","[은평문화재단] 찾아가는 공연 - 가가호호","2023-11-22~2023-12-05","은평구립역촌노인복지관, 은평연세병원, 구립증산정보도서관","은평문화재단","누구나 관람 가능","","","","","https://www.efac.or.kr//sub01/sub01.php?type=view&uid=3834","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fe42a04a9cf248a6acaf3965db623428&thumb=Y","2023-12-01","기관","2023-11-22 00:00:00.0","2023-12-05 00:00:00.0","기타","37.5827270","126.9075589","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144450&menuNo=200008"
"교육/체험","중구","2023 서울시청 시민청 활짝 시리즈4 [나의 낭만일기]","2023-11-22~2023-11-25","서울시청 시민청 지하1, 2층","시민청","시민 누구나","","","","","https://www.seoulcitizenshall.kr/?r=sch&m=bbs&bid=sch_board2&cat=&sort=gid&orderby=asc&recnum=20&where=&keyword=&p=1&uid=5661","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0b0a2b001d95443a8b2c463090cbd848&thumb=Y","2023-11-01","기관","2023-11-22 00:00:00.0","2023-11-25 00:00:00.0","기타","37.566634997636804","126.97867495087418","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143967&menuNo=200011"
"교육/체험","양천구","[서서울예술교육센터] 2023 서울시민예술학교 [사진으로 만드는 2024 달력]","2023-11-22~2023-11-23","서서울예술교육센터","서울문화재단","사진으로 한해를 회상하며 내년을 다짐해보고 싶은 성인 20명 내외","","","","","https://booking.naver.com/booking/12/bizes/933178/items/5417010","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d0c9bc70cfb04fe2819d8de2f78c5352&thumb=Y","2023-11-01","기관","2023-11-22 00:00:00.0","2023-11-23 00:00:00.0","","37.5282197824835","126.832145349117","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143968&menuNo=200011"
"클래식","강북구"," 김소연 & 황인정 피아노 듀오 리사이틀 [드보르작 슬라브 무곡 전곡 연주]","2023-11-22~2023-11-22","꿈의숲 콘서트홀","세종문화회관","7세이상 입장","전석 30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34753&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=67484380421646c2a0e92c50f25c944b&thumb=Y","2023-11-10","기관","2023-11-22 00:00:00.0","2023-11-22 00:00:00.0","기타","37.6202544613023","127.044324732036","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144147&menuNo=200008"
"교육/체험","은평구","[구립증산정보도서관] 우리 가족 퍼스널컬러 컨설팅 클래스","2023-11-22~2023-11-22","지하 1층 문화강좌실","은평구청"," 성인 가족 10팀 (2인 1 팀)","","","","","https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1833&listname=normal","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=636b6d814d7b4aa587ef2d15205b6f73&thumb=Y","2023-11-12","기관","2023-11-22 00:00:00.0","2023-11-22 00:00:00.0","기타","37.5827270","126.9075589","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144167&menuNo=200011"
"클래식","종로구","2023 트리아 트리오 정기연주회","2023-11-22~2023-11-22","세종체임버홀","세종문화회관","만 7세이상 입장 가능","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34634&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=91241031dc5a48a796978ab1aac30e8a&thumb=Y","2023-11-10","기관","2023-11-22 00:00:00.0","2023-11-22 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144146&menuNo=200008"
"콘서트","강북구","[강북문화재단] 마티네콘서트 Ⅲ 유니크클래식 with 반도네온 (고상지)","2023-11-22~2023-11-22","강북진달래홀","강북문화재단","누구나","전석 20,000원 (강북구민 할인 50%)","","","","https://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=183","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d74696cb832546498275c921397d7036&thumb=Y","2023-10-23","기관","2023-11-22 00:00:00.0","2023-11-22 00:00:00.0","기타","37.64083272514534","127.01326775323761","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143840&menuNo=200008"
"클래식","강동구","이고르 레비트, 피아노 리사이틀","2023-11-22~2023-11-22","강동아트센터 대극장 한강","강동문화재단","8세이상 관람가","R석 90,000원 S석 70,000원 A석 50,000원","","","","http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1975&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5e038a40312b4c4490f7e12d75838c61&thumb=Y","2023-08-22","기관","2023-11-22 00:00:00.0","2023-11-22 00:00:00.0","","37.5512204558342","127.157342546961","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142865&menuNo=200008"
"영화","구로구","[서울아트책보고 상영회] 11월 수요영화살롱","2023-11-22~2023-11-22","서울아트책보고 해보고 워크숍룸","서울아트책보고","전체관람가","","","","","https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=11740&searchCultureTypeCd=ALL&searchOperStatusCd=ALL","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c879834cc0df4173b32e19da0c45ca38&thumb=Y","2023-11-06","기관","2023-11-22 00:00:00.0","2023-11-22 00:00:00.0","기타","37.4982125677913","126.867088741096","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144041&menuNo=200013"
"전시/미술","종로구","2023 딜쿠샤 기증유물 기획전시 [테일러골동품점과 테일러상회]","2023-11-21~2024-05-19","서울역사박물관 딜쿠샤","서울역사박물관","전체관람가","","","","","https://museum.seoul.go.kr/www/intro/annexIntro/annex_dilkusha/annex_dilkusha_04/annex_dilkusha_04_2.jsp?sso=ok","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=259730d6dc50497ab1758c840747f3b8&thumb=Y","2024-01-10","기관","2023-11-21 00:00:00.0","2024-05-19 00:00:00.0","기타","37.570507525011855","126.97052372473162","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144821&menuNo=200009"
"전시/미술","은평구","[2023년 한양도성박물관 하반기 기획전] 훈국, 도성을 쌓다","2023-11-21~2024-03-17","한양도성박물관 기획전시실","한양도성박물관","누구나","","","","","https://museum.seoul.go.kr/scwm/board/NR_boardView.do?bbsCd=1002&seq=20231120194336173","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4e07591452c64ef0955601ed9373399c&thumb=Y","2023-11-27","기관","2023-11-21 00:00:00.0","2024-03-17 00:00:00.0","기타","37.5728571793919","127.008512843764","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144355&menuNo=200009"
"뮤지컬/오페라","중구","뮤지컬 [몬테크리스토]","2023-11-21~2024-02-25","충무아트센터 대극장","중구문화재단","8세 이상 입장 가능 (2023년 공연 : 2016년 출생자 / 2024년 공연 : 2017년 출생자 까지)","VIP석 17만원, R석 14만원, S석 11만원, A석 8만원","","","","https://www.caci.or.kr/caci/performance/view.do?menuNo=200006&pblprfrId=1501","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=859e1d3b1cb349f381b7a90c85fab820&thumb=Y","2023-10-17","기관","2023-11-21 00:00:00.0","2024-02-25 00:00:00.0","기타","37.5659409687669","127.014790889728","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143749&menuNo=200008"
"전시/미술","중구","[FACES] 신 민, 윌슨 한나, 우메하라 요시유키 3인전","2023-11-21~2023-12-20","YK Presents","기타","누구나","","","","","http://www.ykpresents.com","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d497774610314d848402129ff1ad5989&thumb=Y","2023-11-16","시민","2023-11-21 00:00:00.0","2023-12-20 00:00:00.0","기타","37.5668979260337","127.006807513903","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144251&menuNo=200009"
"전시/미술","송파구","[케이움 갤러리 23.11.21~12.12] INTER SPACE : 그, 사이. (서재정, 이소영, 이지연 3인 기획전)","2023-11-21~2023-12-12","케이움갤러리 2F/B1","기타","누구나","","서재정, 이소영, 이지연 ","","","https://www.instagram.com/k_um.gallery/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cf63dd072f5140cabb058e82907aed9c&thumb=Y","2023-11-10","시민","2023-11-21 00:00:00.0","2023-12-12 00:00:00.0","기타","37.4890143694577","127.124477581005","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144140&menuNo=200009"
"전시/미술","은평구","상촌재 2023 청년예술인 공모전시-Ⅲ [임지연: 조립된 풍경 Assembled LaLandscape]","2023-11-21~2023-12-10","상촌재 (종로구 자하문로17길 12-11)","종로문화재단","전체관람가","","","","","https://www.jfac.or.kr/site/main/program/perf_all_list_view?pgIdx=2164","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d07978de4893487cade796980b54d173&thumb=Y","2023-11-23","기관","2023-11-21 00:00:00.0","2023-12-10 00:00:00.0","기타","37.5818556960931","126.969677623398","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144328&menuNo=200009"
"연극","종로구","연극 [이런 밤, 들 가운데서]","2023-11-21~2023-12-09","두산아트센터 스페이스111","기타","누구나","정가 35,000 (예술인/20대 할인 21,000원, 10대 할인 10,000원, 장애인/복지 할인 10,000원 )","곽지숙, 옥자연, 윤현길, 최정현, 하영미","두산연강예술상 수상자 설유진 신작","[관객과의 대화] 11월 24일 8시 공연 후 설유진 연출과 출연 배우 모두가 참여하는 관객과의 대화가 진행됩니다.","https://www.doosanartcenter.com/ko/performance/1550","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6aa9e9cfb6904701a7b164ccbc06b331&thumb=Y","2023-11-14","시민","2023-11-21 00:00:00.0","2023-12-09 00:00:00.0","","37.5718123278145","127.00100010537","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144205&menuNo=200008"
"교육/체험","종로구","2023 원데이 클래스 [체부동 아틀리에] 제로웨이스트","2023-11-21~2023-12-05","서울생활문화센터 체부홀","서울생활문화센터-체부","시민 누구나  ","1인 5,000원","","","","http://www.ccasc.or.kr/bbs/notice_view.php?idx=307","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=230dddcb234e4620aec35420b2804a2b&thumb=Y","2023-11-21","기관","2023-11-21 00:00:00.0","2023-12-05 00:00:00.0","기타","37.5767084987432","126.97148941423","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144310&menuNo=200011"
"전시/미술","노원구","서울여자대학교 아트앤디자인스쿨 x 서울과학기술대학교 조형대학 연합전시 [교점과 접점]","2023-11-21~2023-12-03","경춘선숲길 갤러리","노원문화재단","누구나","","","","","https://www.nowonarts.kr/html/pe/exhibitiondetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fexhibitioninfo.php%3F%26search_state%3D1%26skin%3D%26search_syear%3D2023%26search_smonth%3D%26search_eyear%3D2023%26search_emonth%3D%26search_order%3D%26startPage%3D0&idx=232","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=da684628843c48cbab398e69e97155f3&thumb=Y","2023-11-30","기관","2023-11-21 00:00:00.0","2023-12-03 00:00:00.0","기타","37.6244923212463","127.093103140084","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144419&menuNo=200009"
"독주/독창회","종로구","조민정 바이올린 독주회","2023-11-21~2023-11-21","세종체임버홀","세종문화회관","미취학아동 관람불가","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34556&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b1d6fc0625a54a0f956fd43483c1ef44&thumb=Y","2023-11-10","기관","2023-11-21 00:00:00.0","2023-11-21 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144144&menuNo=200008"
"독주/독창회","강북구","김영 피아노 독주회","2023-11-21~2023-11-21","꿈의숲 콘서트홀","세종문화회관","7세 이상","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34669&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=40527362e405483f9301774362dbad91&thumb=Y","2023-11-10","기관","2023-11-21 00:00:00.0","2023-11-21 00:00:00.0","기타","37.6202544613023","127.044324732036","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144145&menuNo=200008"
"무용","종로구","세상에서 가장 아름다운 - 프린키피아","2023-11-21~2023-11-21","세종S씨어터","세종문화회관","7세 이상 관람 (2015년 포함 이전 출생자)","R석 50,000원 / S석 30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34654&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=812fa172b70240c799a7201f918e4d38&thumb=Y","2023-11-10","기관","2023-11-21 00:00:00.0","2023-11-21 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144143&menuNo=200008"
"전시/미술","노원구","2023 시각예술 대학생 창작지원사업 [1인칭 전지적 작가 시점]","2023-11-20~2023-12-21","당현 인도교(서울특별시 노원구 상계6.7동 743-14)","노원문화재단","누구나","","","","","https://www.nowonarts.kr/html/pe/exhibitiondetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fexhibitioninfo.php%3F%26search_state%3D1%26skin%3D%26search_syear%3D2023%26search_smonth%3D%26search_eyear%3D2023%26search_emonth%3D%26search_order%3D%26startPage%3D0&idx=231","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0697afe5e329475eabf10c5707f63237&thumb=Y","2023-11-30","기관","2023-11-20 00:00:00.0","2023-12-21 00:00:00.0","기타","37.6398322389166","127.060055320075","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144418&menuNo=200009"
"교육/체험","용산구","[노들섬] 노들컬처아카데미 무대기술 스태프 아카데미 - 무대조명","2023-11-20~2023-11-23","노들섬 라이브하우스","노들섬","무대조명에 관심있는 만 18세 이상 누구나 ※ 자립준비청년(보호종료아동) 우선 선발","일반인 30,000원 / 자립준비청년 무료","","","","https://nodeul.org/program/%eb%ac%b4%eb%8c%80%ea%b8%b0%ec%88%a0-%ec%8a%a4%ed%83%9c%ed%94%84-%ec%95%84%ec%b9%b4%eb%8d%b0%eb%af%b8-%eb%ac%b4%eb%8c%80%ec%a1%b0%eb%aa%85/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=129d8bbf51d54b34bcca4cb2315c2543&thumb=Y","2023-11-03","기관","2023-11-20 00:00:00.0","2023-11-23 00:00:00.0","기타","37.5176638307111","126.958036465507","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144004&menuNo=200011"
"독주/독창회","종로구","조유리 바이올린 독주회","2023-11-20~2023-11-20","세종체임버홀","세종문화회관","7세 이상","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34621&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d45ff68ee1f14799aa6243b89ebc1bfb&thumb=Y","2023-11-09","기관","2023-11-20 00:00:00.0","2023-11-20 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144114&menuNo=200008"
"교육/체험","은평구","[구립증산정보도서관] 꼬마북클럽 11월 - 내 친구 스마트폰","2023-11-20~2023-11-20","지하 1층 문화강좌실","은평구청","6~7세 유아 12명 (17,18년 출생)","","","","","https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1837&listname=normal","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=816b1bff1c214de2becb29ccf5b4c0be&thumb=Y","2023-11-12","기관","2023-11-20 00:00:00.0","2023-11-20 00:00:00.0","","37.5827270","126.9075589","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144170&menuNo=200011"
"교육/체험","도봉구","2023 간송옛집 [우리 문화재 이야기] 특강","2023-11-19~2023-12-09","김수영문학관 4층 강당","도봉문화재단","지역주민","","","","","https://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=1013&searchkey=NAME&search_gb=&gubun=05&search_gb2=All&gubun2=&searchType=title&searchtxt=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a6e63f766ca64c0b98ccc7d04d980c6b&thumb=Y","2023-11-15","기관","2023-11-19 00:00:00.0","2023-12-09 00:00:00.0","기타","37.6599237129724","127.023801597762","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144217&menuNo=200011"
"콘서트","송파구","[석촌호수 아뜰리에] 석촌다방","2023-11-19~2023-11-26","석촌호수 아뜰리에","기타","누구나","무료","","","","https://blog.naver.com/art_space_sla/223252839124","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1950c0fb81f44e528fa0777e029fe08e&thumb=Y","2023-11-01","기관","2023-11-19 00:00:00.0","2023-11-26 00:00:00.0","기타","37.5067771140172","127.098243601383","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143953&menuNo=200008"
"교육/체험","구로구","[서울아트책보고] 플레이 (북)큐레이션","2023-11-19~2023-11-26","서울아트책보고 해보고 워크숍룸","서울아트책보고","누구나 (초등학생고학년이상)","","","","","https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=13093&searchCultureTypeCd=ALL&searchOperStatusCd=ALL","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f60126455e51402f93bc150d1c403717&thumb=Y","2023-11-10","기관","2023-11-19 00:00:00.0","2023-11-26 00:00:00.0","기타","37.4982125677913","126.867088741096","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144142&menuNo=200011"
"전시/미술","용산구","송영은 개인전 미래는 고양이처럼 [Snowy Fairytale]","2023-11-18~2023-12-31","냥이네 그릭 요거트 2호점 ","용산구청","누구나","무료","송영은 작가 ","","","https://blog.naver.com/galleryjayu","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3c4d930923f54024a0d816afdbe66891&thumb=Y","2023-11-20","기관","2023-11-18 00:00:00.0","2023-12-31 00:00:00.0","기타","37.5335020410682","126.98931187262","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144304&menuNo=200009"
"전시/미술","강북구","[강북문화재단] 기획 전시 소소한 힐링 공간","2023-11-18~2023-11-25","강북진달래홀 갤러리","강북문화재단","누구나","","","","","https://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=184","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6ef2de2d12ea4f178da17c66feed6470&thumb=Y","2023-11-14","기관","2023-11-18 00:00:00.0","2023-11-25 00:00:00.0","기타","37.64083272514534","127.01326775323761","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144200&menuNo=200009"
"전시/미술","양천구","[양천문화원] 2023 제22회 작품종합전시회","2023-11-18~2023-11-22","양천문화원 1층 전시실 (서울시 양천구 목동남로 106)","양천구청","누구나","무료관람","","우리 이웃이 담은 양천의 가을 그리고 가족에 대한 이야기 (2023 양천문예제전 수상작)","","https://xn--z92b72qn1at0nqrn.kr/374","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3c1bfecf8e7240439384feb7e7efb6d0&thumb=Y","2023-11-09","기관","2023-11-18 00:00:00.0","2023-11-22 00:00:00.0","기타","37.5107624370301","126.87020687315","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144109&menuNo=200009"
"교육/체험","종로구","K-컬처 원데이 클래스 With DDP 멤버십","2023-11-18~2023-11-19","DDP 디자인랩 3층 매거진 라이브러리 / 디자인 홀","동대문디자인플라자","관심있는 누구나","","","","","https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=602&boardno=16&bbstopno=602&act=view&subno=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e4136889432044bf9451d88f8fc4c8f2&thumb=Y","2023-10-31","기관","2023-11-18 00:00:00.0","2023-11-19 00:00:00.0","기타","37.5668131264","127.0096257245","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143920&menuNo=200011"
"콘서트","종로구","2023 이병우 기타 콘서트 -  다가오는 심장 소리","2023-11-18~2023-11-19","세종문화회관 S씨어터","기타","만 7세 이상","전석 77,000원","이병우","기타로 모든 음악을 표현하는 멀티 기타 플레이어이자 핑거스타일 기타리스트 1호이기도 한 이병우의 기타 콘서트","","https://www.ticketlink.co.kr/product/46340","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9646bb15bf734cc7916258b5bfe61cd9&thumb=Y","2023-10-11","시민","2023-11-18 00:00:00.0","2023-11-19 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143651&menuNo=200008"
"교육/체험","도봉구","일상예술워크숍 [가면]","2023-11-18~2023-11-19","평화문화진지","도봉문화재단","초등학생","기본비용 5,000 원","","","","https://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=1012&searchkey=NAME&search_gb=&gubun=05&search_gb2=All&gubun2=&searchType=title&searchtxt=","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c9f8b0835d474e13beec729b37b8c493&thumb=Y","2023-11-15","기관","2023-11-18 00:00:00.0","2023-11-19 00:00:00.0","어린이/청소년 문화행사","37.690780138783","127.046812594303","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144213&menuNo=200011"
"콘서트","마포구","[서울마포음악창작소] 2023 M 인디열전 ♪8 임태웅(경기남부재즈) 단독공연","2023-11-18~2023-11-18","서울마포음악창작소 라이브홀","마포문화재단","누구나","","","","","https://mapoindie.or.kr/sub/program/program_view.asp?mode=view&idx=1145","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d7db1d2e38d748c884a8ce2bd3a3dc7a&thumb=Y","2023-11-15","기관","2023-11-18 00:00:00.0","2023-11-18 00:00:00.0","","37.55506904758","126.957534855238","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144214&menuNo=200008"
"클래식","강남구","2023 플라시도 도밍고 내한공연","2023-11-18~2023-11-18","코엑스 D홀","기타","성인, 청소년","VVIP 440,000원 / VIP 330,000원 / R 230,000원 / S 160,000원 / A 99,000원","지휘:유진콘, 협연:아르텔필하모닉, 게스트:제니퍼 로울리, 포르테나 (팬텀싱어 4)","세계 3대 테너로 꼽히는 플라시도 도밍고의 마지막 내한공연입니다.","2030 부산 세계 엑스포 유치기원 공식 후원행사 선정","https://www.crepas.io/newticket/concertdetail/?tid=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c5210baa7bdd41eab38282954e27943f&thumb=Y","2023-11-10","기관","2023-11-18 00:00:00.0","2023-11-18 00:00:00.0","기타","37.5103947","127.0611127","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144136&menuNo=200008"
"교육/체험","도봉구","삼각산시민청 공감기획팀 [시니어 힐링데이2 컬러풀 마이라이프]","2023-11-18~2023-11-18","삼각산시민청 1동 2층 활짝라운지  (우이신설선 솔밭공원역 1번 출구)","삼각산시민청","55세 이상 동북권 (강북구, 도봉구, 노원구, 성북구) 거주 시민","","","","","https://sg.seoulcitizenshall.kr/?r=sg&m=bbs&bid=board2&cat=&sort=gid&orderby=asc&recnum=20&where=&keyword=&p=1&uid=3164","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ae13582e46334c4fb538743538ab922a&thumb=Y","2023-11-01","기관","2023-11-18 00:00:00.0","2023-11-18 00:00:00.0","어르신 문화행사","37.6558908274188","127.013563152312","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143970&menuNo=200011"
