"분류","자치구","공연/행사명","날짜/시간","장소","기관명","이용대상","이용요금","출연자정보","프로그램소개","기타내용","홈페이지?주소","대표이미지","신청일","시민/기관","시작일","종료일","테마분류","위도(X좌표)","경도(Y좌표)","유무료","문화포털상세URL"
"클래식","강남구","2024 파리나무십자가 소년합창단 특별초청공연","2024-12-22~2024-12-22","예술의전당 콘서트홀","기타","초등학생이상 관람가","R석 11만원 /S석 9만원 /A석 7만원 /B석 5만원 /C석 4만원","파리나무십자가소년합창단","하나되는 세상","대한민국공연전문가82인선정 연말클래식추천공연1위 ","https://tickets.interpark.com/goods/24012229","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ac5397b05f9b4b068acc32ccd76b15c9&thumb=Y","2024-08-29","시민","2024-12-22 00:00:00.0","2024-12-22 00:00:00.0","기타","37.4802401962069","127.014215239186","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149289&menuNo=200008"
"뮤지컬/오페라","종로구","오페라 갈라","2024-12-07~2024-12-07","세종대극장","세종문화회관","7세 이상 관람 가능(2017년생부터 관람 가능)","SUITE석 140,000원 / VIP석 120,000원 / R석 100,000원 / S석 80,000원 / A석 50,000원 / B석 30,000원","","<html><head></head><body spellcheck=","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?menuNo=200004&performIdx=34877","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a6cb4e5a9b5b404e83454b084d88a399&thumb=Y","2024-01-26","기관","2024-12-07 00:00:00.0","2024-12-07 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144976&menuNo=200008"
"클래식","마포구","[마포문화재단] M 아티스트 2024 김동현 바이올린 리사이틀 II","2024-12-06~2024-12-06","마포아트센터 아트홀맥","마포문화재단"," 8세이상 관람가능(미취학아동입장불가)"," R석 55,000원, S석 44,000원, A석 33,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2345&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e7b51578b45f454084ab19f4f228e0ba&thumb=Y","2024-05-16","기관","2024-12-06 00:00:00.0","2024-12-06 00:00:00.0","기타","37.5499060881738","126.945533810385","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=146870&menuNo=200008"
"클래식","종로구","서울시합창단 송년음악회","2024-12-05~2024-12-05","세종대극장","세종문화회관","7세 이상 관람 가능(2017년생부터 관람 가능)","R 50,000원 / S 40,000원 / A 30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?menuNo=200004&performIdx=34830","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=86a744fd432e413b91b0d534bf96572f&thumb=Y","2024-01-26","기관","2024-12-05 00:00:00.0","2024-12-05 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145003&menuNo=200008"
"전시/미술","강남구","2024 서울 일러스트코리아 winter","2024-11-29~2024-12-01","양재 aT센터","기타","누구나","정가 10,000원ㅣ사전등록 후 사전 결제가 : ~ 11월 28일(목)까지 결제시5,000원ㅣ사전등록 후 현장 결제가 : 10,000원","","","","https://illustrationkorea.co.kr/at/illustrationkorea2024/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=59da975904c94facbf6989987c187525&thumb=Y","2024-04-17","시민","2024-11-29 00:00:00.0","2024-12-01 00:00:00.0","기타","37.4682787075426","127.039136433366","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=146303&menuNo=200009"
"클래식","종로구","2024 카즈미 타테이시 트리오 내한공연-지브리, 재즈를 만나다-(서울 세종)","2024-11-29~2024-11-30","세종문화회관 M씨어터","기타","만 7세 이상","VIP석 77,000원 R석 66,000원 S석 55,000원","","","","https://tickets.interpark.com/goods/P0003949","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=40f4dac2ddb642329a7c4beafbdc50c7&thumb=Y","2024-07-23","시민","2024-11-29 00:00:00.0","2024-11-30 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148333&menuNo=200008"
"국악","종로구","서울시국악관현악단 제362회 정기연주회","2024-11-29~2024-11-29","세종대극장","세종문화회관","7세 이상 관람 가능(2017년생부터 관람 가능)","R 50,000원 / S 40,000원 / A 30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?menuNo=200004&performIdx=34840","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d32968623ba34ff0a593e5a257304c6f&thumb=Y","2024-01-26","기관","2024-11-29 00:00:00.0","2024-11-29 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145002&menuNo=200008"
"기타","강동구","[강동문화재단] 11월 한밤의 공연 산책 [서커스 올림픽+특별한 순간들]","2024-11-29~2024-11-29","소극장 드림","강동문화재단","36개월 이상 관람가","전석 20,000원","","","","https://www.gdfac.or.kr/product/ko/performance/258059","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f8acc7434d564c9ba6acc57c97dfbea5&thumb=Y","2024-09-02","기관","2024-11-29 00:00:00.0","2024-11-29 00:00:00.0","기타","37.5512204558342","127.157342546961","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149347&menuNo=200013"
"기타","마포구","[마포문화재단] [음악공간 : PLAYLIST]＇보헤미아의 숲＇브람스가 드보르자크를 만난 날","2024-11-27~2024-11-27","마포아트센터 플레이맥","마포문화재단","8세 이상 관람가","일반석 10,000원 / 마포구민석 5,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2358&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3b2f4b7f8349411f83b04d0e6fb083c3&thumb=Y","2024-05-27","기관","2024-11-27 00:00:00.0","2024-11-27 00:00:00.0","기타","37.5499060881738","126.945533810385","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=147112&menuNo=200013"
"교육/체험","종로구","[세종예술아카데미] 퇴근길 미술 한잔 : 냉정과 열정사이","2024-11-21~2024-12-19","서클홀","세종문화회관","누구나","150,000원","","","","https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103242190000059&menuNo=200560&searchYear=2024&listType=1&pageIndex=2","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=888f8996e4be404193206ca08ffa248e&thumb=Y","2024-08-14","기관","2024-11-21 00:00:00.0","2024-12-19 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148930&menuNo=200011"
"뮤지컬/오페라","종로구","라보엠","2024-11-21~2024-11-24","세종대극장","세종문화회관","7세 이상 관람 가능(2017년생부터 관람 가능)","SUITE 170,000원 / VIP 150,000원 / R 120,000원 / S 100,000원 / A 80,000원 / B 50,000원","","<html><head></head><body spellcheck=","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?menuNo=200004&performIdx=34825","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ff225b0ea551476ab339105b634b3c9a&thumb=Y","2024-01-26","기관","2024-11-21 00:00:00.0","2024-11-24 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145001&menuNo=200008"
"기타","송파구","[한성백제박물관] [아이콤 이크마] 2024 ICOM ICMAH 국제학술회의","2024-11-20~2024-11-22","서울 한성백제박물관 대강당","한성백제박물관","관심있는 누구나","","","","","https://baekjemuseum.seoul.go.kr/board/index.jsp?boardid=SBM0501000000&mmode=content&mpid=SBM0501000000&skin=notice&pid=22041&cpage=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e1e775d4b6f2473ba50d2830e07d84c2&thumb=Y","2024-07-19","기관","2024-11-20 00:00:00.0","2024-11-22 00:00:00.0","기타","37.51543881335773","127.12088940368128","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148267&menuNo=200013"
"교육/체험","종로구","[서울역사박물관] 2024 온라인 교육프로그램 [경교장은 어떻게?!]","2024-11-19~2024-12-06","온라인 시청각 영상","서울역사박물관","서울 시내 초등학교 4~6학년 학급 단체","","","","","https://museum.seoul.go.kr/www/board/NR_boardView.do?q_applyState=- 전 체 -&actionMethod=&sortName=&searchVal=&actionUri=&bbsCd=1005&endDt=&categoryVal=&searchKey=&sso=ok&regPwd=N&pageType=&sortOrder=&startDt=&rssYn=&currentPage=&seq=20240806133201018&ctgCd=&showSummaryYn=N","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4961b97b7fdb4194967b8d5117556f3b&thumb=Y","2024-08-27","기관","2024-11-19 00:00:00.0","2024-12-06 00:00:00.0","어린이/청소년 문화행사","37.56833998310813","126.9680343360196","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149211&menuNo=200011"
"클래식","마포구","2024 카즈미 타테이시 트리오 내한공연-지브리, 재즈를 만나다-(서울 마포)","2024-11-12~2024-11-12","마포아트센터 아트홀 맥","기타","만 7세 이상","VIP석 77,000원 R석 66,000원 S석 55,000원 A석 44,000원","","","","https://tickets.interpark.com/goods/24010015","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=39e1c3c8588d4e9bbf2450c6472bb057&thumb=Y","2024-07-16","시민","2024-11-12 00:00:00.0","2024-11-12 00:00:00.0","기타","37.5499060881738","126.945533810385","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148179&menuNo=200008"
"연극","종로구","연극 [퉁소소리]","2024-11-11~2024-11-27","세종M씨어터","세종문화회관","7세 이상 관람 가능(2017년생부터 관람 가능)","R 60,000원 / S 50,000원 / A 40,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?menuNo=200004&performIdx=34822","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9698678858604294b7ba10ad835ba6fb&thumb=Y","2024-01-26","기관","2024-11-11 00:00:00.0","2024-11-27 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=145000&menuNo=200008"
"전시/미술","중구","서울융합예술페스티벌 '언폴드엑스(Unfold X) 2024'","2024-11-07~2024-11-30","문화역서울284","서울문화재단","누구나","","","","","https://www.sfac.or.kr/site/artsfestivalseoul/event_unfoldx.jsp","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ac50c05fb18441f7a6707b8650c1c005&thumb=Y","2024-09-04","기관","2024-11-07 00:00:00.0","2024-11-30 00:00:00.0","기타","37.5560581817344","126.972115894161","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149421&menuNo=200009"
"전시/미술","강동구","[강동문화재단] 마비노기 자라섬재즈빅밴드 LIVE","2024-11-02~2024-11-02","대극장 한강","강동문화재단","8세 이상 관람가","R석 50,000원 / S석 30,000원","","","","https://www.gdfac.or.kr/product/ko/performance/258122","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=28301eb177514a2f8fac4aa8f21ab5ef&thumb=Y","2024-09-02","기관","2024-11-02 00:00:00.0","2024-11-02 00:00:00.0","기타","37.5512204558342","127.157342546961","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149346&menuNo=200009"
"축제-문화/예술","중구","제2회 월드판소리페스티벌","2024-11-01~2024-11-03","서울 남산골한옥마을 일대","기타","누구나","","","","","https://www.instagram.com/worldpansori/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0ac074740e474d0fb1b2793fbcbb0579&thumb=Y","2024-09-05","시민","2024-11-01 00:00:00.0","2024-11-03 00:00:00.0","기타","37.5591447","126.9936826","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149441&menuNo=200010"
"연극","종로구","김성녀의 뮤지컬모노드라마 [벽 속의 요정]","2024-10-31~2024-11-10","세종S씨어터","세종문화회관","7세 이상 관람 가능(2017년생부터 관람 가능)","R석 60,000원 / S석 50,000원 / A석 35,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?menuNo=200004&performIdx=34883","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7dd997739af14eb1953d269dc96d2f4a&thumb=Y","2024-01-26","기관","2024-10-31 00:00:00.0","2024-11-10 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144999&menuNo=200008"
"무용","종로구","국수호, 김재덕의 사계","2024-10-31~2024-11-03","세종M씨어터","세종문화회관","7세 이상 관람 가능(2017년생부터 관람 가능)","R 60,000원 / S 40,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?menuNo=200004&performIdx=34829","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=41c2b3af339348d3bbaf241191d53810&thumb=Y","2024-01-26","기관","2024-10-31 00:00:00.0","2024-11-03 00:00:00.0","","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144998&menuNo=200008"
"기타","마포구","[마포문화재단] [음악공간 : PLAYLIST]＇음표로 된 치유제＇당신에게 숙면을, 앰비언트 뮤직","2024-10-31~2024-10-31","마포아트센터 플레이맥","마포문화재단","8세 이상 관람가","일반석 10,000원 / 마포구민석 5,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2361&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f6f69140a0ca42149a17fc3fef40157c&thumb=Y","2024-05-27","기관","2024-10-31 00:00:00.0","2024-10-31 00:00:00.0","기타","37.5499060881738","126.945533810385","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=147111&menuNo=200013"
"국악","종로구","서울시국악관현악단 실내악 시리즈 Ⅱ","2024-10-25~2024-10-25","세종체임버홀","세종문화회관","7세 이상 관람 가능(2017년생부터 관람 가능)","R 40,000원 / S 30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?menuNo=200004&performIdx=34837","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9707d52db04c4a60b7e4fffae6b0918f&thumb=Y","2024-01-26","기관","2024-10-25 00:00:00.0","2024-10-25 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144997&menuNo=200008"
"교육/체험","종로구","[서울역사박물관] 2024년 딜쿠샤 온라인 교육프로그램 [딜쿠샤에서 온 편지]","2024-10-24~2024-11-29","온라인 시청각 영상","서울역사박물관","서울 시내 초등학교 4~6학년 학급 단체","","","","","https://museum.seoul.go.kr/www/board/NR_boardView.do?q_applyState=- 전 체 -&actionMethod=&sortName=&searchVal=&actionUri=&bbsCd=1005&endDt=&categoryVal=&searchKey=&sso=ok&regPwd=N&pageType=&sortOrder=&startDt=&rssYn=&currentPage=&seq=20240806131013252&ctgCd=&showSummaryYn=N","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=161c9841d2eb436e9a7196b5e01479e1&thumb=Y","2024-08-28","기관","2024-10-24 00:00:00.0","2024-11-29 00:00:00.0","어린이/청소년 문화행사","37.570507525011855","126.97052372473162","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149230&menuNo=200011"
"국악","종로구","[세종문화회관] 장사익소리판 꽃을 준다, 나에게","2024-10-23~2024-10-23","세종대극장","세종문화회관","7세 이상 (2017년생~)","60,000원~150,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35277&menuNo=200320","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=640f0cf1ec7a4a44943c34f71f7833d1&thumb=Y","2024-09-06","기관","2024-10-23 00:00:00.0","2024-10-23 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149491&menuNo=200008"
"뮤지컬/오페라","용산구","2024 [한강노들섬클래식] 한강노들섬오페라 [카르멘]","2024-10-19~2024-10-20","한강 노들섬 잔디마당","서울시청","7세 이상 관람가","","","","","https://www.instagram.com/hangangarts.sfac/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a06a82b0224e4785a86b2d407570bf7a&thumb=Y","2024-08-29","기관","2024-10-19 00:00:00.0","2024-10-20 00:00:00.0","기타","37.5176638307111","126.958036465507","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149256&menuNo=200008"
"국악","종로구","[세종문화회관] 대한민국국악관현악축제-천안시충남국악관현악단","2024-10-19~2024-10-19","세종M씨어터","세종문화회관","7세 이상 (2017년생부터 관람 가능)","전석 10,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35430&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b8d3950641534dd59a1cfc6aec3249bd&thumb=Y","2024-09-02","기관","2024-10-19 00:00:00.0","2024-10-19 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149345&menuNo=200008"
"국악","종로구","[세종문화회관] 대한민국국악관현악축제-국립국악원 창작악단","2024-10-18~2024-10-18","세종M씨어터","세종문화회관","7세 이상 (2017년생부터 관람 가능)","전석 10,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35425&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=074805b4fd194427997e382de4951ea3&thumb=Y","2024-09-02","기관","2024-10-18 00:00:00.0","2024-10-18 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149343&menuNo=200008"
"교육/체험","송파구","[한성백제박물관] 24년 하반기 초등 4~6학년 단체 대면 교육 [마을을 넘어 한성으로]","2024-10-17~2024-12-12","한성백제박물관 교육실","한성백제박물관","초등생","","","","","https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=22162","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=927a1ed176c2479f81a673e9e7aefb9d&thumb=Y","2024-09-06","기관","2024-10-17 00:00:00.0","2024-12-12 00:00:00.0","어린이/청소년 문화행사","37.51543881335773","127.12088940368128","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149492&menuNo=200011"
"교육/체험","노원구","[서울생활사박물관] 추가모집-2024년 조각조각 서울이야기 엮기(초등학교 5~6학년 학급 단체)","2024-10-17~2024-12-05","서울생활사전시실 및 교육실","서울생활사박물관","초등학교 5~6학년 학급단체","무료","","","","https://museum.seoul.go.kr/sulm/board/NR_boardList.do?bbsCd=1005","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a4293b6166454de383db07e6be41ea14&thumb=Y","2024-05-08","기관","2024-10-17 00:00:00.0","2024-12-05 00:00:00.0","어린이/청소년 문화행사","37.6201739154268","127.076936195632","무료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=146672&menuNo=200011"
"축제-문화/예술","중구","[서울디자인재단] 서울디자인 2024","2024-10-17~2024-10-27","DDP(동대문디자인플라자) 및 서울시 일대","서울디자인재단","누구나","전시 입장권 : 12,000원 / 컨퍼런스 입장권 : 1일권 180,000원","","","","https://seoul-design.or.kr/seoul-design-2024/seoul-design-2024/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=688e8cf7264940ce9af5523d8f494805&thumb=Y","2024-08-26","기관","2024-10-17 00:00:00.0","2024-10-27 00:00:00.0","기타","37.5668131264","127.0096257245","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149174&menuNo=200010"
"콘서트","종로구","[세종문화회관] 2024 이적 콘서트 [이적의 노래들]","2024-10-17~2024-10-20","세종대극장","세종문화회관","7세 이상 (2017년 이후 출생)","99,000원~165,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35519&menuNo=200320#none","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=df3ba06a9a5d4f62804ef927cbdd0b4e&thumb=Y","2024-08-28","기관","2024-10-17 00:00:00.0","2024-10-20 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149237&menuNo=200008"
"무용","강서구","국립현대무용단 [내가 물에서 본 것]","2024-10-17~2024-10-19","LG아트센터 서울, LG SIGNATURE 홀","기타","중학생 이상 관람가","R 60,000 / S 50,000 / A 30,000 / B 20,000","","","","https://www.lgart.com/product/ko/performance/252867","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b27e088f458443d582275f38f926f656&thumb=Y","2024-08-13","기관","2024-10-17 00:00:00.0","2024-10-19 00:00:00.0","기타","37.5653629860767","126.829388763217","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148897&menuNo=200008"
"클래식","종로구","[세종문화회관] 낭만적인 낭만","2024-10-17~2024-10-18","세종체임버홀","세종문화회관","2017년생~","전석 50,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/view.do?menuNo=200004&performIdx=34832","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=963d69a7390a423b9c481861ffc9d2ac&thumb=Y","2024-01-26","기관","2024-10-17 00:00:00.0","2024-10-18 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144996&menuNo=200008"
"국악","종로구","[세종문화회관] 대한민국국악관현악축제-전북특별자치도립국악원 관현악단","2024-10-17~2024-10-17","세종M씨어터","세종문화회관","7세 이상 (2017년생부터 관람 가능)","전석 10,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35422&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=42fe392218c144e983edbadfc0abb441&thumb=Y","2024-09-02","기관","2024-10-17 00:00:00.0","2024-10-17 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149342&menuNo=200008"
"클래식","마포구","[마포문화재단] 제9회 M 클래식 축제 보헤미아의 숲에서 Ⅲ","2024-10-16~2024-10-16","마포아트센터 플레이맥","마포문화재단","8세이상 관람가능","전석 10,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2382&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=59bf308f91134bd58e95826ebc05546e&thumb=Y","2024-08-22","기관","2024-10-16 00:00:00.0","2024-10-16 00:00:00.0","기타","37.5499060881738","126.945533810385","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149078&menuNo=200008"
"국악","종로구","[세종문화회관] 대한민국국악관현악축제-평택시립국악관현악단","2024-10-16~2024-10-16","세종M씨어터","세종문화회관","7세 이상 (2017년생부터 관람 가능)","전석 10,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35435&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=108afe4944d24050b8d287b339b39f89&thumb=Y","2024-09-02","기관","2024-10-16 00:00:00.0","2024-10-16 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149338&menuNo=200008"
"독주/독창회","종로구","[세종문화회관] 박혜현 피아노 독주회","2024-10-15~2024-10-15","세종체임버홀","세종문화회관","8세 이상 (2016년 이후 출생자)","전석 20,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35537&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f16ce54816624ca9a6e981240ba984f8&thumb=Y","2024-09-02","기관","2024-10-15 00:00:00.0","2024-10-15 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149330&menuNo=200008"
"국악","종로구","[세종문화회관] 대한민국국악관현악축제-KBS국악관현악단","2024-10-15~2024-10-15","세종M씨어터","세종문화회관","7세 이상 (2017년생부터 관람 가능)","전석 10,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35434&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4a40159116ca4fbd9cd1bb72be0043e0&thumb=Y","2024-09-02","기관","2024-10-15 00:00:00.0","2024-10-15 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149335&menuNo=200008"
"클래식","마포구","[마포문화재단] M 연가곡 시리즈 바리톤 최현수","2024-10-15~2024-10-15","마포아트센터 아트홀맥","마포문화재단","8세이상 관람가능","전석 20,000원","","","","https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2375&page=1","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bdb0270592264b5d846580add3cb6ab5&thumb=Y","2024-08-20","기관","2024-10-15 00:00:00.0","2024-10-15 00:00:00.0","기타","37.5499060881738","126.945533810385","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149028&menuNo=200008"
"클래식","종로구","[세종문화회관] 세종PICK 미술관 옆 공연장 : 페인팅 더 뮤직","2024-10-14~2024-10-14","세종체임버홀","세종문화회관","8세 이상","전석 30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35396&menuNo=200320","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=53247fb75bde45e48c1ed40bf5e94b27&thumb=Y","2024-08-08","기관","2024-10-14 00:00:00.0","2024-10-14 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148746&menuNo=200008"
"독주/독창회","종로구","[세종문화회관] 기타리스트 임홍재 독주회","2024-10-13~2024-10-13","세종M씨어터","세종문화회관","8세 이상","전석 30,000원","","","","https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35577&menuNo=200004","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7d45c4c48cec43aa9baa7e11f1d1fa01&thumb=Y","2024-09-04","기관","2024-10-13 00:00:00.0","2024-10-13 00:00:00.0","기타","37.5726241","126.9760053","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149418&menuNo=200008"
"뮤지컬/오페라","송파구","2024 오페라 투란도트 - 아레나 디 베로나 오리지널","2024-10-12~2024-10-19"," 올림픽 체조경기장 (KSPO DOME)","기타","7세 이상","P 550,000 / VIP 390,000 / R 350,000 / S 300,000 / A 250,000 / B 180,000 / C 130,000 / D 50,000","","한국 이탈리아 수교 140주년, 푸치니 서거 100주년 기념 2024 오페라 투란도트 - 문화재급 세계적 오페라 공연팀 ‘아레나 디 베로나’의 100년만의 외출, 창단 이래 최초 해외 공연! ","","https://2024turandot.com/","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=75c2540c4937458a84e37c5e7edc9738&thumb=Y","2024-06-03","시민","2024-10-12 00:00:00.0","2024-10-19 00:00:00.0","기타","37.5203396980951","127.115517876627","유료","https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=147269&menuNo=200008"
